Superfamily,Group,Family,Subfamily,Protein,Members,UniProt,IDG_Dark,Aligned_Seq,Ortholog_Seq,weblogo_aln,barplot_ptm,weblogo_mut,barplot_mut,aligned_aln,aligned_full,aligned_kd,aligned_mut,aligned_ptm,ortholog_full,ortholog_kd
PK,Other,ULK,ULK,ULK1,PKA;ULK1,O75385,0,18,18,PK_Other_ULK_ULK_ULK1.png,PK_Other_ULK_ULK_ULK1.png,PK_Other_ULK_ULK_ULK1.png,PK_Other_ULK_ULK_ULK1.png,PK_Other_ULK_ULK_ULK1.aln,PK_Other_ULK_ULK_ULK1.fasta,PK_Other_ULK_ULK_ULK1.fasta,PK_Other_ULK_ULK_ULK1.txt,PK_Other_ULK_ULK_ULK1.txt,PK_Other_ULK_ULK_ULK1.fasta,PK_Other_ULK_ULK_ULK1.fasta
PK,Other,ULK,ULK,ULK2,PKA;ULK2,Q8IYT8,0,134,134,PK_Other_ULK_ULK_ULK2.png,PK_Other_ULK_ULK_ULK2.png,PK_Other_ULK_ULK_ULK2.png,PK_Other_ULK_ULK_ULK2.png,PK_Other_ULK_ULK_ULK2.aln,PK_Other_ULK_ULK_ULK2.fasta,PK_Other_ULK_ULK_ULK2.fasta,PK_Other_ULK_ULK_ULK2.txt,PK_Other_ULK_ULK_ULK2.txt,PK_Other_ULK_ULK_ULK2.fasta,PK_Other_ULK_ULK_ULK2.fasta
PK,Other,ULK,ULK,ULK3,PKA;ULK3,Q6PHR2,0,822,822,PK_Other_ULK_ULK_ULK3.png,PK_Other_ULK_ULK_ULK3.png,PK_Other_ULK_ULK_ULK3.png,PK_Other_ULK_ULK_ULK3.png,PK_Other_ULK_ULK_ULK3.aln,PK_Other_ULK_ULK_ULK3.fasta,PK_Other_ULK_ULK_ULK3.fasta,PK_Other_ULK_ULK_ULK3.txt,PK_Other_ULK_ULK_ULK3.txt,PK_Other_ULK_ULK_ULK3.fasta,PK_Other_ULK_ULK_ULK3.fasta
PK,Other,ULK,ULK,ULK4,PKA;ULK4,Q96C45,1,285,285,PK_Other_ULK_ULK_ULK4.png,PK_Other_ULK_ULK_ULK4.png,PK_Other_ULK_ULK_ULK4.png,PK_Other_ULK_ULK_ULK4.png,PK_Other_ULK_ULK_ULK4.aln,PK_Other_ULK_ULK_ULK4.fasta,PK_Other_ULK_ULK_ULK4.fasta,PK_Other_ULK_ULK_ULK4.txt,PK_Other_ULK_ULK_ULK4.txt,PK_Other_ULK_ULK_ULK4.fasta,PK_Other_ULK_ULK_ULK4.fasta
PK,Other,VPS15,,,PKA;PIK3R4,,,1094,1097,PK_Other_VPS15.png,PK_Other_VPS15.png,PK_Other_VPS15.png,PK_Other_VPS15.png,PK_Other_VPS15.aln,PK_Other_VPS15.fasta,PK_Other_VPS15.fasta,PK_Other_VPS15.txt,PK_Other_VPS15.txt,PK_Other_VPS15.fasta,PK_Other_VPS15.fasta
PK,Other,VPS15,,PIK3R4,PKA;PIK3R4,Q99570,0,1094,1097,PK_Other_VPS15__PIK3R4.png,PK_Other_VPS15__PIK3R4.png,PK_Other_VPS15__PIK3R4.png,PK_Other_VPS15__PIK3R4.png,PK_Other_VPS15__PIK3R4.aln,PK_Other_VPS15__PIK3R4.fasta,PK_Other_VPS15__PIK3R4.fasta,PK_Other_VPS15__PIK3R4.txt,PK_Other_VPS15__PIK3R4.txt,PK_Other_VPS15__PIK3R4.fasta,PK_Other_VPS15__PIK3R4.fasta
PK,Other,WEE,,,PKA;PKMYT1;WEE1;WEE2,,,566,566,PK_Other_WEE.png,PK_Other_WEE.png,PK_Other_WEE.png,PK_Other_WEE.png,PK_Other_WEE.aln,PK_Other_WEE.fasta,PK_Other_WEE.fasta,PK_Other_WEE.txt,PK_Other_WEE.txt,PK_Other_WEE.fasta,PK_Other_WEE.fasta
PK,Other,WEE,Myt1,,PKA;PKMYT1,,,226,226,PK_Other_WEE_Myt1.png,PK_Other_WEE_Myt1.png,PK_Other_WEE_Myt1.png,PK_Other_WEE_Myt1.png,PK_Other_WEE_Myt1.aln,PK_Other_WEE_Myt1.fasta,PK_Other_WEE_Myt1.fasta,PK_Other_WEE_Myt1.txt,PK_Other_WEE_Myt1.txt,PK_Other_WEE_Myt1.fasta,PK_Other_WEE_Myt1.fasta
PK,Other,WEE,Myt1,PKMYT1 (MYT1),PKA;PKMYT1,Q99640,1,226,226,PK_Other_WEE_Myt1_PKMYT1.png,PK_Other_WEE_Myt1_PKMYT1.png,PK_Other_WEE_Myt1_PKMYT1.png,PK_Other_WEE_Myt1_PKMYT1.png,PK_Other_WEE_Myt1_PKMYT1.aln,PK_Other_WEE_Myt1_PKMYT1.fasta,PK_Other_WEE_Myt1_PKMYT1.fasta,PK_Other_WEE_Myt1_PKMYT1.txt,PK_Other_WEE_Myt1_PKMYT1.txt,PK_Other_WEE_Myt1_PKMYT1.fasta,PK_Other_WEE_Myt1_PKMYT1.fasta
PK,Other,WEE,WEE1,,PKA;WEE1;WEE2,,,340,340,PK_Other_WEE_WEE1.png,PK_Other_WEE_WEE1.png,PK_Other_WEE_WEE1.png,PK_Other_WEE_WEE1.png,PK_Other_WEE_WEE1.aln,PK_Other_WEE_WEE1.fasta,PK_Other_WEE_WEE1.fasta,PK_Other_WEE_WEE1.txt,PK_Other_WEE_WEE1.txt,PK_Other_WEE_WEE1.fasta,PK_Other_WEE_WEE1.fasta
PK,Other,WEE,WEE1,WEE1,PKA;WEE1,P30291,0,283,283,PK_Other_WEE_WEE1_WEE1.png,PK_Other_WEE_WEE1_WEE1.png,PK_Other_WEE_WEE1_WEE1.png,PK_Other_WEE_WEE1_WEE1.png,PK_Other_WEE_WEE1_WEE1.aln,PK_Other_WEE_WEE1_WEE1.fasta,PK_Other_WEE_WEE1_WEE1.fasta,PK_Other_WEE_WEE1_WEE1.txt,PK_Other_WEE_WEE1_WEE1.txt,PK_Other_WEE_WEE1_WEE1.fasta,PK_Other_WEE_WEE1_WEE1.fasta
PK,Other,WEE,WEE1,WEE2 (Wee1B),PKA;WEE2,P0C1S8,1,57,57,PK_Other_WEE_WEE1_WEE2.png,PK_Other_WEE_WEE1_WEE2.png,PK_Other_WEE_WEE1_WEE2.png,PK_Other_WEE_WEE1_WEE2.png,PK_Other_WEE_WEE1_WEE2.aln,PK_Other_WEE_WEE1_WEE2.fasta,PK_Other_WEE_WEE1_WEE2.fasta,PK_Other_WEE_WEE1_WEE2.txt,PK_Other_WEE_WEE1_WEE2.txt,PK_Other_WEE_WEE1_WEE2.fasta,PK_Other_WEE_WEE1_WEE2.fasta
PK,Other,WNK,,,PKA;WNK1;WNK2;WNK3;WNK4,,,387,387,PK_Other_WNK.png,PK_Other_WNK.png,PK_Other_WNK.png,PK_Other_WNK.png,PK_Other_WNK.aln,PK_Other_WNK.fasta,PK_Other_WNK.fasta,PK_Other_WNK.txt,PK_Other_WNK.txt,PK_Other_WNK.fasta,PK_Other_WNK.fasta
PK,Other,WNK,,WNK1,PKA;WNK1,Q9H4A3,0,114,114,PK_Other_WNK__WNK1.png,PK_Other_WNK__WNK1.png,PK_Other_WNK__WNK1.png,PK_Other_WNK__WNK1.png,PK_Other_WNK__WNK1.aln,PK_Other_WNK__WNK1.fasta,PK_Other_WNK__WNK1.fasta,PK_Other_WNK__WNK1.txt,PK_Other_WNK__WNK1.txt,PK_Other_WNK__WNK1.fasta,PK_Other_WNK__WNK1.fasta
PK,Other,WNK,,WNK2,PKA;WNK2,Q9Y3S1,1,57,57,PK_Other_WNK__WNK2.png,PK_Other_WNK__WNK2.png,PK_Other_WNK__WNK2.png,PK_Other_WNK__WNK2.png,PK_Other_WNK__WNK2.aln,PK_Other_WNK__WNK2.fasta,PK_Other_WNK__WNK2.fasta,PK_Other_WNK__WNK2.txt,PK_Other_WNK__WNK2.txt,PK_Other_WNK__WNK2.fasta,PK_Other_WNK__WNK2.fasta
PK,Other,WNK,,WNK3,PKA;WNK3,Q9BYP7,1,175,175,PK_Other_WNK__WNK3.png,PK_Other_WNK__WNK3.png,PK_Other_WNK__WNK3.png,PK_Other_WNK__WNK3.png,PK_Other_WNK__WNK3.aln,PK_Other_WNK__WNK3.fasta,PK_Other_WNK__WNK3.fasta,PK_Other_WNK__WNK3.txt,PK_Other_WNK__WNK3.txt,PK_Other_WNK__WNK3.fasta,PK_Other_WNK__WNK3.fasta
PK,Other,WNK,,WNK4,PKA;WNK4,Q96J92,0,41,41,PK_Other_WNK__WNK4.png,PK_Other_WNK__WNK4.png,PK_Other_WNK__WNK4.png,PK_Other_WNK__WNK4.png,PK_Other_WNK__WNK4.aln,PK_Other_WNK__WNK4.fasta,PK_Other_WNK__WNK4.fasta,PK_Other_WNK__WNK4.txt,PK_Other_WNK__WNK4.txt,PK_Other_WNK__WNK4.fasta,PK_Other_WNK__WNK4.fasta
PK,Other,Other-Unique,,,PKA;POMK;RNASEL;STK31,,,364,368,PK_Other_Other-Unique.png,PK_Other_Other-Unique.png,PK_Other_Other-Unique.png,PK_Other_Other-Unique.png,PK_Other_Other-Unique.aln,PK_Other_Other-Unique.fasta,PK_Other_Other-Unique.fasta,PK_Other_Other-Unique.txt,PK_Other_Other-Unique.txt,PK_Other_Other-Unique.fasta,PK_Other_Other-Unique.fasta
PK,Other,Other-Unique,,POMK (SgK196),PKA;POMK,Q9H5K3,1,168,172,PK_Other_Other-Unique__POMK.png,PK_Other_Other-Unique__POMK.png,PK_Other_Other-Unique__POMK.png,PK_Other_Other-Unique__POMK.png,PK_Other_Other-Unique__POMK.aln,PK_Other_Other-Unique__POMK.fasta,PK_Other_Other-Unique__POMK.fasta,PK_Other_Other-Unique__POMK.txt,PK_Other_Other-Unique__POMK.txt,PK_Other_Other-Unique__POMK.fasta,PK_Other_Other-Unique__POMK.fasta
PK,Other,Other-Unique,,RNASEL,PKA;RNASEL,Q05823,1,86,86,PK_Other_Other-Unique__RNASEL.png,PK_Other_Other-Unique__RNASEL.png,PK_Other_Other-Unique__RNASEL.png,PK_Other_Other-Unique__RNASEL.png,PK_Other_Other-Unique__RNASEL.aln,PK_Other_Other-Unique__RNASEL.fasta,PK_Other_Other-Unique__RNASEL.fasta,PK_Other_Other-Unique__RNASEL.txt,PK_Other_Other-Unique__RNASEL.txt,PK_Other_Other-Unique__RNASEL.fasta,PK_Other_Other-Unique__RNASEL.fasta
PK,Other,Other-Unique,,STK31 (SgK396),PKA;STK31,Q9BXU1,1,110,110,PK_Other_Other-Unique__STK31.png,PK_Other_Other-Unique__STK31.png,PK_Other_Other-Unique__STK31.png,PK_Other_Other-Unique__STK31.png,PK_Other_Other-Unique__STK31.aln,PK_Other_Other-Unique__STK31.fasta,PK_Other_Other-Unique__STK31.fasta,PK_Other_Other-Unique__STK31.txt,PK_Other_Other-Unique__STK31.txt,PK_Other_Other-Unique__STK31.fasta,PK_Other_Other-Unique__STK31.fasta
PKL,,,,,PKA;ACAD10;ACAD11;ADCK1;ADCK2;ADCK5;ALPK1;ALPK2;ALPK3;ATM;ATR;CHKA;CHKB;COQ8A;COQ8B;EEF2K;ETNK1;ETNK2;FAM20A;FAM20B;FAM20C;FN3K;FN3KRP;HYKK;IP6K1;IP6K2;IP6K3;IPMK;IPPK;ITPKA;ITPKB;ITPKC;MTOR;PI4K2A;PI4K2B;PI4KA;PI4KB;PIK3C2A;PIK3C2B;PIK3C2G;PIK3C3;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIKFYVE;PIP4K2A;PIP4K2B;PIP4K2C;PIP5K1A;PIP5K1B;PIP5K1C;PIP5KL1;PRKDC;RIOK1;RIOK2;RIOK3;SELENOO;SMG1;TP53RK;TRPM6;TRPM7;TRRAP,,,8246,36283,PKL.png,PKL.png,PKL.png,PKL.png,PKL.aln,PKL.fasta,PKL.fasta,PKL.txt,PKL.txt,PKL.fasta,PKL.fasta
PKL,Atypical,,,,PKA;ALPK1;ALPK2;ALPK3;ATM;ATR;EEF2K;FAM20A;FAM20B;FAM20C;IP6K1;IP6K2;IP6K3;IPMK;IPPK;ITPKA;ITPKB;ITPKC;MTOR;PI4K2A;PI4K2B;PI4KA;PI4KB;PIK3C2A;PIK3C2B;PIK3C2G;PIK3C3;PIK3CA;PIK3CB;PIK3CD;PIK3CG;PIKFYVE;PIP4K2A;PIP4K2B;PIP4K2C;PIP5K1A;PIP5K1B;PIP5K1C;PIP5KL1;PRKDC;SMG1;TRPM6;TRPM7;TRRAP,,,301,15406,PKL_Atypical.png,,,,PKL_Atypical.aln,PKL_Atypical.fasta,PKL_Atypical.fasta,,,PKL_Atypical.fasta,PKL_Atypical.fasta
PKL,Atypical,Alpha,,,PKA;ALPK1;ALPK2;ALPK3;EEF2K;TRPM6;TRPM7,,,1,984,PKL_Atypical_Alpha.png,,,,PKL_Atypical_Alpha.aln,PKL_Atypical_Alpha.fasta,PKL_Atypical_Alpha.fasta,,,PKL_Atypical_Alpha.fasta,PKL_Atypical_Alpha.fasta
PKL,Atypical,Alpha,ChaK,,PKA;TRPM6;TRPM7,,,0,208,,,,,,,,,,PKL_Atypical_Alpha_ChaK.fasta,PKL_Atypical_Alpha_ChaK.fasta
PKL,Atypical,Alpha,ChaK,TRPM6 (Chak2),PKA;TRPM6,Q9BX84,0,0,74,,,,,,,,,,PKL_Atypical_Alpha_ChaK_TRPM6.fasta,PKL_Atypical_Alpha_ChaK_TRPM6.fasta
PKL,Atypical,Alpha,ChaK,TRPM7 (Chak1),PKA;TRPM7,Q96QT4,0,0,134,,,,,,,,,,PKL_Atypical_Alpha_ChaK_TRPM7.fasta,PKL_Atypical_Alpha_ChaK_TRPM7.fasta
PKL,Atypical,Alpha,EEF2K,,PKA;EEF2K,,,1,372,PKL_Atypical_Alpha_EEF2K.png,,,,PKL_Atypical_Alpha_EEF2K.aln,PKL_Atypical_Alpha_EEF2K.fasta,PKL_Atypical_Alpha_EEF2K.fasta,,,PKL_Atypical_Alpha_EEF2K.fasta,PKL_Atypical_Alpha_EEF2K.fasta
PKL,Atypical,Alpha,EEF2K,EEF2K,PKA;EEF2K,O00418,1,1,372,PKL_Atypical_Alpha_EEF2K_EEF2K.png,,,,PKL_Atypical_Alpha_EEF2K_EEF2K.aln,PKL_Atypical_Alpha_EEF2K_EEF2K.fasta,PKL_Atypical_Alpha_EEF2K_EEF2K.fasta,,,PKL_Atypical_Alpha_EEF2K_EEF2K.fasta,PKL_Atypical_Alpha_EEF2K_EEF2K.fasta
PKL,Atypical,Alpha,,ALPK1 (AlphaK1),PKA;ALPK1,Q96QP1,0,0,144,,,,,,,,,,PKL_Atypical_Alpha__ALPK1.fasta,PKL_Atypical_Alpha__ALPK1.fasta
PKL,Atypical,Alpha,,ALPK2 (AlphaK2),PKA;ALPK2,Q86TB3,1,0,129,,,,,,,,,,PKL_Atypical_Alpha__ALPK2.fasta,PKL_Atypical_Alpha__ALPK2.fasta
PKL,Atypical,Alpha,,ALPK3 (AlphaK3),PKA;ALPK3,Q96L96,1,0,131,,,,,,,,,,PKL_Atypical_Alpha__ALPK3.fasta,PKL_Atypical_Alpha__ALPK3.fasta
PKL,Atypical,FAM20,,,PKA;FAM20A;FAM20B;FAM20C,,,0,615,,,,,,,,,,PKL_Atypical_FAM20.fasta,PKL_Atypical_FAM20.fasta
PKL,Atypical,FAM20,,FAM20A,PKA;FAM20A,Q96MK3,0,0,145,,,,,,,,,,PKL_Atypical_FAM20__FAM20A.fasta,PKL_Atypical_FAM20__FAM20A.fasta
PKL,Atypical,FAM20,,FAM20B,PKA;FAM20B,O75063,0,0,200,,,,,,,,,,PKL_Atypical_FAM20__FAM20B.fasta,PKL_Atypical_FAM20__FAM20B.fasta
PKL,Atypical,FAM20,,FAM20C,PKA;FAM20C,Q8IXL6,0,0,270,,,,,,,,,,PKL_Atypical_FAM20__FAM20C.fasta,PKL_Atypical_FAM20__FAM20C.fasta
PKL,Atypical,IPK,,,PKA;IPMK;ITPKA;ITPKB,,,1,535,PKL_Atypical_IPK.png,,,,PKL_Atypical_IPK.aln,PKL_Atypical_IPK.fasta,PKL_Atypical_IPK.fasta,,,PKL_Atypical_IPK.fasta,PKL_Atypical_IPK.fasta
PKL,Atypical,IPK,,IPMK,PKA;IPMK,Q8NFU5,0,0,253,,,,,,,,,,PKL_Atypical_IPK__IPMK.fasta,PKL_Atypical_IPK__IPMK.fasta
PKL,Atypical,IPK,,ITPKA,PKA;ITPKA,P23677,0,1,80,PKL_Atypical_IPK__ITPKA.png,,,,PKL_Atypical_IPK__ITPKA.aln,PKL_Atypical_IPK__ITPKA.fasta,PKL_Atypical_IPK__ITPKA.fasta,,,PKL_Atypical_IPK__ITPKA.fasta,PKL_Atypical_IPK__ITPKA.fasta
PKL,Atypical,IPK,,ITPKB,PKA;ITPKB,P27987,0,0,202,,,,,,,,,,PKL_Atypical_IPK__ITPKB.fasta,PKL_Atypical_IPK__ITPKB.fasta
PKL,Atypical,PI3-PI4,,,PKA;PI4K2A;PI4KA;PI4KB;PIK3C2A;PIK3C2B;PIK3C2G;PIK3C3;PIK3CA;PIK3CB;PIK3CD;PIK3CG,,,297,4428,PKL_Atypical_PI3-PI4.png,,,,PKL_Atypical_PI3-PI4.aln,PKL_Atypical_PI3-PI4.fasta,PKL_Atypical_PI3-PI4.fasta,,,PKL_Atypical_PI3-PI4.fasta,PKL_Atypical_PI3-PI4.fasta
PKL,Atypical,PI3-PI4,,PI4K2A,PKA;PI4K2A,Q9BTU6,0,0,335,,,,,,,,,,PKL_Atypical_PI3-PI4__PI4K2A.fasta,PKL_Atypical_PI3-PI4__PI4K2A.fasta
PKL,Atypical,PI3-PI4,,PI4KA,PKA;PI4KA,P42356,1,239,1021,PKL_Atypical_PI3-PI4__PI4KA.png,,,,PKL_Atypical_PI3-PI4__PI4KA.aln,PKL_Atypical_PI3-PI4__PI4KA.fasta,PKL_Atypical_PI3-PI4__PI4KA.fasta,,,PKL_Atypical_PI3-PI4__PI4KA.fasta,PKL_Atypical_PI3-PI4__PI4KA.fasta
PKL,Atypical,PI3-PI4,,PI4KB,PKA;PI4KB,Q9UBF8,0,40,865,PKL_Atypical_PI3-PI4__PI4KB.png,,,,PKL_Atypical_PI3-PI4__PI4KB.aln,PKL_Atypical_PI3-PI4__PI4KB.fasta,PKL_Atypical_PI3-PI4__PI4KB.fasta,,,PKL_Atypical_PI3-PI4__PI4KB.fasta,PKL_Atypical_PI3-PI4__PI4KB.fasta
PKL,Atypical,PI3-PI4,,PIK3C2A,PKA;PIK3C2A,O00443,0,1,222,PKL_Atypical_PI3-PI4__PIK3C2A.png,,,,PKL_Atypical_PI3-PI4__PIK3C2A.aln,PKL_Atypical_PI3-PI4__PIK3C2A.fasta,PKL_Atypical_PI3-PI4__PIK3C2A.fasta,,,PKL_Atypical_PI3-PI4__PIK3C2A.fasta,PKL_Atypical_PI3-PI4__PIK3C2A.fasta
PKL,Atypical,PI3-PI4,,PIK3C2B,PKA;PIK3C2B,O00750,1,0,115,,,,,,,,,,PKL_Atypical_PI3-PI4__PIK3C2B.fasta,PKL_Atypical_PI3-PI4__PIK3C2B.fasta
PKL,Atypical,PI3-PI4,,PIK3C2G,PKA;PIK3C2G,O75747,1,0,95,,,,,,,,,,PKL_Atypical_PI3-PI4__PIK3C2G.fasta,PKL_Atypical_PI3-PI4__PIK3C2G.fasta
PKL,Atypical,PI3-PI4,,PIK3C3,PKA;PIK3C3,Q8NEB9,0,1,1124,PKL_Atypical_PI3-PI4__PIK3C3.png,,,,PKL_Atypical_PI3-PI4__PIK3C3.aln,PKL_Atypical_PI3-PI4__PIK3C3.fasta,PKL_Atypical_PI3-PI4__PIK3C3.fasta,,,PKL_Atypical_PI3-PI4__PIK3C3.fasta,PKL_Atypical_PI3-PI4__PIK3C3.fasta
PKL,Atypical,PI3-PI4,,PIK3CA,PKA;PIK3CA,P42336,0,16,219,PKL_Atypical_PI3-PI4__PIK3CA.png,,,,PKL_Atypical_PI3-PI4__PIK3CA.aln,PKL_Atypical_PI3-PI4__PIK3CA.fasta,PKL_Atypical_PI3-PI4__PIK3CA.fasta,,,PKL_Atypical_PI3-PI4__PIK3CA.fasta,PKL_Atypical_PI3-PI4__PIK3CA.fasta
PKL,Atypical,PI3-PI4,,PIK3CB,PKA;PIK3CB,P42338,0,0,148,,,,,,,,,,PKL_Atypical_PI3-PI4__PIK3CB.fasta,PKL_Atypical_PI3-PI4__PIK3CB.fasta
PKL,Atypical,PI3-PI4,,PIK3CD,PKA;PIK3CD,O00329,0,0,121,,,,,,,,,,PKL_Atypical_PI3-PI4__PIK3CD.fasta,PKL_Atypical_PI3-PI4__PIK3CD.fasta
PKL,Atypical,PI3-PI4,,PIK3CG,PKA;PIK3CG,P48736,0,0,163,,,,,,,,,,PKL_Atypical_PI3-PI4__PIK3CG.fasta,PKL_Atypical_PI3-PI4__PIK3CG.fasta
PKL,Atypical,PIKK,,,PKA;ATM;ATR;MTOR;PRKDC;SMG1;TRRAP,,,0,4830,,,,,,,,,,PKL_Atypical_PIKK.fasta,PKL_Atypical_PIKK.fasta
PKL,Atypical,PIKK,ATM,,PKA;ATM,,,0,978,,,,,,,,,,PKL_Atypical_PIKK_ATM.fasta,PKL_Atypical_PIKK_ATM.fasta
PKL,Atypical,PIKK,ATM,ATM,PKA;ATM,Q13315,0,0,978,,,,,,,,,,PKL_Atypical_PIKK_ATM_ATM.fasta,PKL_Atypical_PIKK_ATM_ATM.fasta
PKL,Atypical,PIKK,ATR,,PKA;ATR,,,0,1073,,,,,,,,,,PKL_Atypical_PIKK_ATR.fasta,PKL_Atypical_PIKK_ATR.fasta
PKL,Atypical,PIKK,ATR,ATR,PKA;ATR,Q13535,0,0,1073,,,,,,,,,,PKL_Atypical_PIKK_ATR_ATR.fasta,PKL_Atypical_PIKK_ATR_ATR.fasta
PKL,Atypical,PIKK,DNAPK,,PKA;PRKDC,,,0,292,,,,,,,,,,PKL_Atypical_PIKK_DNAPK.fasta,PKL_Atypical_PIKK_DNAPK.fasta
PKL,Atypical,PIKK,DNAPK,PRKDC (DNAPK),PKA;PRKDC,P78527,0,0,292,,,,,,,,,,PKL_Atypical_PIKK_DNAPK_PRKDC.fasta,PKL_Atypical_PIKK_DNAPK_PRKDC.fasta
PKL,Atypical,PIKK,FRAP,,PKA;MTOR,,,0,1023,,,,,,,,,,PKL_Atypical_PIKK_FRAP.fasta,PKL_Atypical_PIKK_FRAP.fasta
PKL,Atypical,PIKK,FRAP,MTOR (FRAP),PKA;MTOR,P42345,0,0,1023,,,,,,,,,,PKL_Atypical_PIKK_FRAP_MTOR.fasta,PKL_Atypical_PIKK_FRAP_MTOR.fasta
PKL,Atypical,PIKK,SMG1,,PKA;SMG1,,,0,460,,,,,,,,,,PKL_Atypical_PIKK_SMG1.fasta,PKL_Atypical_PIKK_SMG1.fasta
PKL,Atypical,PIKK,SMG1,SMG1,PKA;SMG1,Q96Q15,0,0,460,,,,,,,,,,PKL_Atypical_PIKK_SMG1_SMG1.fasta,PKL_Atypical_PIKK_SMG1_SMG1.fasta
PKL,Atypical,PIKK,TRRAP,,PKA;TRRAP,,,0,1004,,,,,,,,,,PKL_Atypical_PIKK_TRRAP.fasta,PKL_Atypical_PIKK_TRRAP.fasta
PKL,Atypical,PIKK,TRRAP,TRRAP,PKA;TRRAP,Q9Y4A5,0,0,1004,,,,,,,,,,PKL_Atypical_PIKK_TRRAP_TRRAP.fasta,PKL_Atypical_PIKK_TRRAP_TRRAP.fasta
PKL,Atypical,Atypical-Unique,,,PKA;IP6K1;IP6K2;IP6K3;IPPK;ITPKC;PI4K2B;PIKFYVE;PIP4K2A;PIP4K2B;PIP4K2C;PIP5K1A;PIP5K1B;PIP5K1C;PIP5KL1,,,2,4014,PKL_Atypical_Atypical-Unique.png,,,,PKL_Atypical_Atypical-Unique.aln,PKL_Atypical_Atypical-Unique.fasta,PKL_Atypical_Atypical-Unique.fasta,,,PKL_Atypical_Atypical-Unique.fasta,PKL_Atypical_Atypical-Unique.fasta
PKL,Atypical,Atypical-Unique,,IP6K1,PKA;IP6K1,Q92551,0,0,149,,,,,,,,,,PKL_Atypical_Atypical-Unique__IP6K1.fasta,PKL_Atypical_Atypical-Unique__IP6K1.fasta
PKL,Atypical,Atypical-Unique,,IP6K2,PKA;IP6K2,Q9UHH9,0,0,146,,,,,,,,,,PKL_Atypical_Atypical-Unique__IP6K2.fasta,PKL_Atypical_Atypical-Unique__IP6K2.fasta
PKL,Atypical,Atypical-Unique,,IP6K3,PKA;IP6K3,Q96PC2,0,0,107,,,,,,,,,,PKL_Atypical_Atypical-Unique__IP6K3.fasta,PKL_Atypical_Atypical-Unique__IP6K3.fasta
PKL,Atypical,Atypical-Unique,,IPPK,PKA;IPPK,Q9H8X2,0,0,604,,,,,,,,,,PKL_Atypical_Atypical-Unique__IPPK.fasta,PKL_Atypical_Atypical-Unique__IPPK.fasta
PKL,Atypical,Atypical-Unique,,ITPKC,PKA;ITPKC,Q96DU7,0,0,97,,,,,,,,,,PKL_Atypical_Atypical-Unique__ITPKC.fasta,PKL_Atypical_Atypical-Unique__ITPKC.fasta
PKL,Atypical,Atypical-Unique,,PI4K2B,PKA;PI4K2B,Q8TCG2,0,0,518,,,,,,,,,,PKL_Atypical_Atypical-Unique__PI4K2B.fasta,PKL_Atypical_Atypical-Unique__PI4K2B.fasta
PKL,Atypical,Atypical-Unique,,PIKFYVE,PKA;PIKFYVE,Q9Y2I7,0,0,931,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIKFYVE.fasta,PKL_Atypical_Atypical-Unique__PIKFYVE.fasta
PKL,Atypical,Atypical-Unique,,PIP4K2A,PKA;PIP4K2A,P48426,0,1,178,PKL_Atypical_Atypical-Unique__PIP4K2A.png,,,,PKL_Atypical_Atypical-Unique__PIP4K2A.aln,PKL_Atypical_Atypical-Unique__PIP4K2A.fasta,PKL_Atypical_Atypical-Unique__PIP4K2A.fasta,,,PKL_Atypical_Atypical-Unique__PIP4K2A.fasta,PKL_Atypical_Atypical-Unique__PIP4K2A.fasta
PKL,Atypical,Atypical-Unique,,PIP4K2B,PKA;PIP4K2B,P78356,0,0,166,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIP4K2B.fasta,PKL_Atypical_Atypical-Unique__PIP4K2B.fasta
PKL,Atypical,Atypical-Unique,,PIP4K2C,PKA;PIP4K2C,Q8TBX8,1,0,112,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIP4K2C.fasta,PKL_Atypical_Atypical-Unique__PIP4K2C.fasta
PKL,Atypical,Atypical-Unique,,PIP5K1A,PKA;PIP5K1A,Q99755,1,0,599,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIP5K1A.fasta,PKL_Atypical_Atypical-Unique__PIP5K1A.fasta
PKL,Atypical,Atypical-Unique,,PIP5K1B,PKA;PIP5K1B,O14986,1,0,91,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIP5K1B.fasta,PKL_Atypical_Atypical-Unique__PIP5K1B.fasta
PKL,Atypical,Atypical-Unique,,PIP5K1C,PKA;PIP5K1C,O60331,1,0,205,,,,,,,,,,PKL_Atypical_Atypical-Unique__PIP5K1C.fasta,PKL_Atypical_Atypical-Unique__PIP5K1C.fasta
PKL,Atypical,Atypical-Unique,,PIP5KL1,PKA;PIP5KL1,Q5T9C9,0,1,111,PKL_Atypical_Atypical-Unique__PIP5KL1.png,,,,PKL_Atypical_Atypical-Unique__PIP5KL1.aln,PKL_Atypical_Atypical-Unique__PIP5KL1.fasta,PKL_Atypical_Atypical-Unique__PIP5KL1.fasta,,,PKL_Atypical_Atypical-Unique__PIP5KL1.fasta,PKL_Atypical_Atypical-Unique__PIP5KL1.fasta
